CustomerID,CustomerName,Gender,Age,City,State,Region,JoinDate,Segment
CUST00051,Kritika Borra,Female,47,Patna,Bihar,East,2021-08-28,Retail
CUST00052,Aryan Zachariah,Male,24,Surat,Gujarat,West,2024-01-06,Retail
CUST00053,Kashish Ganesan,Female,36,Surat,Gujarat,West,2021-06-09,Retail
CUST00054,Jalsa Rattan,Female,48,Delhi,Delhi,North,2024-05-31,Retail
CUST00055,Sachi Agate,Female,25,Chandigarh,Punjab,North,2024-11-28,Retail
CUST00056,Utkarsh Mangal,Male,62,Pune,Maharashtra,West,2021-07-15,Corporate
CUST00057,Faras Gupta,Male,36,Ahmedabad,Gujarat,West,2020-10-12,Retail
CUST00058,Bhavani Murthy,Female,34,Guwahati,Assam,East,2019-05-06,Premium
CUST00059,Zayan Wali,Male,45,Jaipur,Rajasthan,North,2019-12-11,Retail
CUST00060,Idika Biswas,Female,50,Bengaluru,Karnataka,South,2022-07-27,Retail
CUST00061,Tamanna Dar,Female,33,Delhi,Delhi,North,2024-08-25,Retail
CUST00062,Anmol Bumb,Male,55,Bhopal,Madhya Pradesh,Central,2021-07-07,Retail
CUST00063,Leena Jayaraman,Female,24,Pune,Maharashtra,West,2023-01-07,Retail
CUST00064,Jagdish Lanka,Male,53,Pune,Maharashtra,West,2021-05-17,Retail
CUST00065,Veer Mutti,Male,59,Ahmedabad,Gujarat,West,2024-07-28,Retail
CUST00066,Aayush Shanker,Male,28,Kolkata,West Bengal,East,2022-09-22,Corporate
CUST00067,Balhaar Yogi,Male,59,Bhopal,Madhya Pradesh,Central,2020-04-12,Retail
CUST00068,Dominic Palla,Male,63,Patna,Bihar,East,2024-04-13,Retail
CUST00069,Reva Mane,Female,34,Bengaluru,Karnataka,South,2019-12-12,Retail
CUST00070,Zarna Anand,Female,37,Chandigarh,Punjab,North,2023-01-03,Retail
CUST00071,Damini Desai,Female,41,Bhubaneswar,Odisha,East,2020-08-02,Corporate
CUST00072,Faras Magar,Male,50,Mumbai,Maharashtra,West,2020-09-09,Retail
CUST00073,Onveer Jani,Male,55,Ahmedabad,Gujarat,West,2023-02-15,Retail
CUST00074,Yashawini Suresh,Female,43,Delhi,Delhi,North,2020-07-04,Premium
CUST00075,Chakradhar Sampath,Male,39,Kochi,Kerala,South,2023-12-23,Retail
CUST00076,Aadhya Nath,Female,62,Raipur,Chhattisgarh,Central,2023-08-17,Retail
CUST00077,Gaurika Sathe,Female,29,Surat,Gujarat,West,2022-04-23,Retail
CUST00078,Aayush Choudhury,Male,30,Indore,Madhya Pradesh,Central,2019-06-14,Retail
CUST00079,Andrew Pingle,Male,34,Hyderabad,Telangana,South,2022-06-30,Retail
CUST00080,Upasna Datta,Female,52,Nagpur,Maharashtra,West,2019-04-02,Retail
CUST00081,Anmol Parmar,Male,61,Ahmedabad,Gujarat,West,2020-04-05,Retail
CUST00082,Dalaja Pandya,Female,21,Pune,Maharashtra,West,2023-09-06,Retail
CUST00083,Faras Khalsa,Male,31,Bengaluru,Karnataka,South,2024-03-09,Premium
CUST00084,Triveni Bakshi,Female,21,Indore,Madhya Pradesh,Central,2020-01-28,Retail
CUST00085,Samesh Kothari,Male,23,Indore,Madhya Pradesh,Central,2020-08-07,Premium
CUST00086,Rayaan Barad,Male,29,Patna,Bihar,East,2024-02-25,Retail
CUST00087,Irya Sharma,Female,43,Pune,Maharashtra,West,2021-02-05,Retail
CUST00088,Isaac Bajwa,Male,43,Surat,Gujarat,West,2022-12-17,Premium
CUST00089,Omya Mallick,Female,30,Raipur,Chhattisgarh,Central,2024-03-08,Corporate
CUST00090,Parth Upadhyay,Male,32,Jaipur,Rajasthan,North,2021-05-25,Premium
CUST00091,Akshay D’Alia,Male,42,Jaipur,Rajasthan,North,2024-04-05,Premium
CUST00092,Hemal Lanka,Female,38,Chandigarh,Punjab,North,2019-03-25,Retail
CUST00093,Orinder Murthy,Male,23,Kolkata,West Bengal,East,2021-08-14,Premium
CUST00094,Reyansh Gupta,Male,50,Lucknow,Uttar Pradesh,North,2020-07-12,Retail
CUST00095,Aadi Venkatesh,Male,22,Chandigarh,Punjab,North,2024-07-20,Retail
CUST00096,Rajata Sankar,Female,38,Hyderabad,Telangana,South,2019-06-03,Premium
CUST00097,Nirja Dash,Female,62,Kochi,Kerala,South,2023-04-26,Retail
CUST00098,Yashica More,Female,28,Mumbai,Maharashtra,West,2023-01-01,Premium
CUST00099,Tamanna Merchant,Female,58,Jaipur,Rajasthan,North,2022-04-29,Corporate
CUST00100,Ucchal Raghavan,Female,27,Pune,Maharashtra,West,2023-01-24,Retail
CUST00101,Nidhi Ravi,Female,48,Hyderabad,Telangana,South,2022-04-15,Retail
CUST00102,Max Mangat,Male,57,Kolkata,West Bengal,East,2020-04-05,Retail
CUST00103,Viraj Sathe,Male,21,Patna,Bihar,East,2021-08-26,Retail
CUST00104,Warjas Gara,Male,48,Kochi,Kerala,South,2022-12-14,Retail
CUST00105,Yasti Nayak,Female,41,Raipur,Chhattisgarh,Central,2019-07-24,Retail
CUST00106,Mohammed Kar,Male,53,Chennai,Tamil Nadu,South,2023-11-03,Retail
CUST00107,Amaira Batra,Female,46,Hyderabad,Telangana,South,2020-06-20,Retail
CUST00108,Balhaar Shah,Male,47,Lucknow,Uttar Pradesh,North,2021-06-27,Retail
CUST00109,Sanaya Talwar,Female,60,Jaipur,Rajasthan,North,2021-05-25,Retail
CUST00110,Aahana Chhabra,Female,21,Indore,Madhya Pradesh,Central,2023-09-02,Retail
CUST00111,Gaurang Vasa,Male,58,Patna,Bihar,East,2021-10-14,Retail
CUST00112,Divya Shan,Female,49,Bhubaneswar,Odisha,East,2019-10-20,Retail
CUST00113,Nathan Savant,Male,51,Nagpur,Maharashtra,West,2022-09-04,Premium
CUST00114,Udant Dutt,Male,39,Ahmedabad,Gujarat,West,2023-06-18,Retail
CUST00115,Varenya Lad,Female,36,Ahmedabad,Gujarat,West,2023-07-06,Retail
CUST00116,Xavier Khare,Male,30,Lucknow,Uttar Pradesh,North,2020-08-24,Retail
CUST00117,Luke Keer,Male,60,Guwahati,Assam,East,2020-08-18,Premium
CUST00118,Banjeet Devi,Male,47,Bhubaneswar,Odisha,East,2019-11-27,Premium
CUST00119,Faraj Kala,Male,52,Kolkata,West Bengal,East,2019-05-21,Retail
CUST00120,Noah Shukla,Male,27,Mumbai,Maharashtra,West,2021-06-29,Premium
CUST00121,Shivansh Ramachandran,Male,65,Jaipur,Rajasthan,North,2024-06-05,Retail
CUST00122,Ranveer Sood,Male,36,Indore,Madhya Pradesh,Central,2019-01-13,Premium
CUST00123,Manthan Ramakrishnan,Male,29,Bhubaneswar,Odisha,East,2024-02-13,Premium
CUST00124,Januja Sura,Female,60,Bhubaneswar,Odisha,East,2020-04-25,Premium
CUST00125,Watika Balakrishnan,Female,49,Indore,Madhya Pradesh,Central,2021-05-01,Premium
CUST00126,Gayathri Sibal,Female,37,Bhubaneswar,Odisha,East,2024-07-07,Premium
CUST00127,Shravya Bala,Female,52,Nagpur,Maharashtra,West,2019-07-03,Retail
CUST00128,Ekanta Shenoy,Female,25,Bhubaneswar,Odisha,East,2020-02-03,Premium
CUST00129,Ranveer Narang,Male,42,Bengaluru,Karnataka,South,2020-04-08,Retail
CUST00130,Om Raghavan,Male,30,Delhi,Delhi,North,2020-09-01,Retail
CUST00131,Jonathan Bumb,Male,25,Lucknow,Uttar Pradesh,North,2021-10-27,Retail
CUST00132,Pushti Kapur,Female,50,Indore,Madhya Pradesh,Central,2022-11-25,Retail
CUST00133,Alexander Kota,Male,45,Patna,Bihar,East,2020-03-12,Premium
CUST00134,Faraj Khare,Male,45,Bhopal,Madhya Pradesh,Central,2019-10-04,Retail
CUST00135,Janani Shroff,Female,45,Chennai,Tamil Nadu,South,2023-03-13,Premium
CUST00136,Geetika Contractor,Female,55,Indore,Madhya Pradesh,Central,2023-09-01,Premium
CUST00137,Nachiket Chokshi,Male,35,Guwahati,Assam,East,2022-06-21,Retail
CUST00138,Riya Ranganathan,Female,45,Mumbai,Maharashtra,West,2024-08-24,Retail
CUST00139,Bishakha Kibe,Female,50,Jaipur,Rajasthan,North,2019-08-12,Premium
CUST00140,Darpan Barman,Male,58,Kolkata,West Bengal,East,2021-01-30,Retail
CUST00141,Qasim Biswas,Male,62,Ahmedabad,Gujarat,West,2022-01-13,Retail
CUST00142,Abha Salvi,Female,24,Jaipur,Rajasthan,North,2023-12-07,Retail
CUST00143,Upma Pathak,Female,50,Lucknow,Uttar Pradesh,North,2022-10-24,Retail
CUST00144,Ganga Saran,Female,47,Bengaluru,Karnataka,South,2020-01-21,Retail
CUST00145,Wyatt Shroff,Male,22,Guwahati,Assam,East,2021-08-12,Premium
CUST00146,Neel Korpal,Male,35,Kochi,Kerala,South,2023-12-26,Retail
CUST00147,Liam Seshadri,Male,36,Mumbai,Maharashtra,West,2020-06-18,Retail
CUST00148,Ranveer Nayar,Male,30,Raipur,Chhattisgarh,Central,2019-03-04,Retail
CUST00149,Hemani Sura,Female,57,Surat,Gujarat,West,2020-04-09,Corporate
CUST00150,Panini Mammen,Female,44,Bengaluru,Karnataka,South,2024-04-12,Retail
CUST00151,Abdul Varughese,Male,40,Jaipur,Rajasthan,North,2024-09-08,Retail
CUST00152,Jai Ray,Male,57,Chennai,Tamil Nadu,South,2021-12-06,Retail
CUST00153,Vyanjana Swaminathan,Female,33,Kolkata,West Bengal,East,2021-09-08,Retail
CUST00154,Chakradhar Menon,Male,65,Surat,Gujarat,West,2020-04-30,Premium
CUST00155,Michael Pillay,Male,23,Bhopal,Madhya Pradesh,Central,2021-11-02,Retail
CUST00156,Unnati Narayanan,Female,25,Kochi,Kerala,South,2021-02-09,Retail
CUST00157,Lopa Mohan,Female,47,Mumbai,Maharashtra,West,2020-07-04,Premium
CUST00158,Gopal Mutti,Male,44,Patna,Bihar,East,2019-09-19,Retail
CUST00159,Inaya Kalita,Female,48,Delhi,Delhi,North,2023-06-07,Retail
CUST00160,Zaitra Mandal,Female,55,Raipur,Chhattisgarh,Central,2024-11-18,Premium
CUST00161,Neelima Karan,Female,58,Patna,Bihar,East,2021-03-01,Retail
CUST00162,Abhimanyu Walla,Male,38,Ahmedabad,Gujarat,West,2019-10-05,Premium
CUST00163,Avi Master,Male,57,Bhubaneswar,Odisha,East,2023-03-09,Retail
CUST00164,Xalak Chauhan,Female,22,Hyderabad,Telangana,South,2024-03-27,Retail
CUST00165,Vrinda Srinivas,Female,52,Jaipur,Rajasthan,North,2021-08-23,Retail
CUST00166,Ati Krishnan,Female,38,Hyderabad,Telangana,South,2024-08-23,Premium
CUST00167,Deepa Bhattacharyya,Female,21,Indore,Madhya Pradesh,Central,2021-05-27,Retail
CUST00168,Avi Doshi,Male,36,Ahmedabad,Gujarat,West,2019-11-23,Premium
CUST00169,Chaman Kothari,Female,36,Indore,Madhya Pradesh,Central,2019-09-17,Retail
CUST00170,Jeevika Virk,Female,22,Bhubaneswar,Odisha,East,2021-04-13,Retail
CUST00171,Manthan Sanghvi,Male,65,Kolkata,West Bengal,East,2020-10-31,Retail
CUST00172,Chavvi Johal,Female,56,Guwahati,Assam,East,2022-10-02,Retail
CUST00173,Chaitaly Dugar,Female,42,Indore,Madhya Pradesh,Central,2020-06-09,Retail
CUST00174,Gaurangi Agate,Female,40,Bengaluru,Karnataka,South,2021-06-14,Retail
CUST00175,Madhav Bali,Male,41,Lucknow,Uttar Pradesh,North,2020-05-22,Retail
CUST00176,Utkarsh Bobal,Male,34,Lucknow,Uttar Pradesh,North,2023-02-15,Premium
CUST00177,Ira Sandal,Female,54,Bhopal,Madhya Pradesh,Central,2019-09-09,Retail
CUST00178,Falan Lata,Male,39,Lucknow,Uttar Pradesh,North,2023-12-17,Retail
CUST00179,Ayushman Gandhi,Male,21,Chennai,Tamil Nadu,South,2023-10-03,Premium
CUST00180,Theodore Dash,Male,23,Bengaluru,Karnataka,South,2021-10-23,Corporate
CUST00181,Tamanna Magar,Female,61,Delhi,Delhi,North,2022-01-01,Premium
CUST00182,Urvashi Buch,Female,21,Surat,Gujarat,West,2022-08-03,Retail
CUST00183,Ojasvi Krishna,Female,49,Guwahati,Assam,East,2019-02-26,Retail
CUST00184,Advaith Luthra,Male,51,Bengaluru,Karnataka,South,2022-06-16,Retail
CUST00185,Wahab Venkataraman,Male,52,Kolkata,West Bengal,East,2022-11-28,Retail
CUST00186,Gautam Sarin,Male,30,Delhi,Delhi,North,2022-10-22,Premium
CUST00187,Chandani Singhal,Female,36,Ahmedabad,Gujarat,West,2021-02-01,Retail
CUST00188,Oeshi Cheema,Female,59,Raipur,Chhattisgarh,Central,2024-02-23,Premium
CUST00189,Samesh Tandon,Male,45,Nagpur,Maharashtra,West,2020-09-23,Retail
CUST00190,Anita Sha,Female,58,Chennai,Tamil Nadu,South,2019-07-12,Corporate
CUST00191,Ojasvi D’Alia,Female,60,Bhopal,Madhya Pradesh,Central,2024-10-26,Retail
CUST00192,Aadi Shere,Male,61,Lucknow,Uttar Pradesh,North,2021-06-24,Retail
CUST00193,Pratyush Tara,Male,36,Jaipur,Rajasthan,North,2022-10-02,Retail
CUST00194,Harsh Loke,Male,21,Jaipur,Rajasthan,North,2022-04-18,Retail
CUST00195,Urvashi Sundaram,Female,23,Chennai,Tamil Nadu,South,2019-09-24,Retail
CUST00196,Gauri Mukhopadhyay,Female,25,Bhubaneswar,Odisha,East,2022-04-21,Retail
CUST00197,Charita Kar,Female,63,Bhopal,Madhya Pradesh,Central,2024-12-14,Premium
CUST00198,Vihaan Dalal,Male,28,Patna,Bihar,East,2022-11-20,Retail
CUST00199,Zaid Manne,Male,30,Bengaluru,Karnataka,South,2022-01-19,Retail
CUST00200,Sarthak Subramanian,Male,59,Chennai,Tamil Nadu,South,2024-11-17,Premium
CUST00201,Vasatika Dhillon,Female,28,Bhubaneswar,Odisha,East,2021-04-20,Retail
CUST00202,Bhavya Majumdar,Female,38,Kolkata,West Bengal,East,2023-08-20,Retail
CUST00203,Panini Tripathi,Female,26,Bhubaneswar,Odisha,East,2020-08-08,Retail
CUST00204,Megha Misra,Female,59,Hyderabad,Telangana,South,2024-01-09,Retail
CUST00205,Falan Sekhon,Male,64,Chandigarh,Punjab,North,2022-03-26,Premium
CUST00206,Ojas Purohit,Male,57,Bengaluru,Karnataka,South,2021-09-24,Retail
CUST00207,Girindra Khare,Male,54,Guwahati,Assam,East,2022-06-06,Retail
CUST00208,Tripti Bassi,Female,58,Jaipur,Rajasthan,North,2020-11-28,Retail
CUST00209,Sai Raju,Female,51,Ahmedabad,Gujarat,West,2024-12-05,Retail
CUST00210,Yachana Bansal,Female,63,Hyderabad,Telangana,South,2019-10-04,Retail
CUST00211,Chandresh Sarraf,Male,47,Hyderabad,Telangana,South,2019-08-07,Retail
CUST00212,Advika Dhawan,Female,56,Kolkata,West Bengal,East,2021-06-17,Retail
CUST00213,Baljiwan Singh,Male,37,Hyderabad,Telangana,South,2023-09-09,Retail
CUST00214,Pallavi Rao,Female,21,Nagpur,Maharashtra,West,2022-11-24,Retail
CUST00215,Sachi Nadig,Female,24,Patna,Bihar,East,2022-10-05,Retail
CUST00216,Anita Biswas,Female,52,Raipur,Chhattisgarh,Central,2020-05-29,Retail
CUST00217,Ishaan Chana,Male,38,Lucknow,Uttar Pradesh,North,2021-08-08,Retail
CUST00218,Daksha Sawhney,Female,65,Bhubaneswar,Odisha,East,2019-12-31,Retail
CUST00219,Akshay Batra,Male,36,Raipur,Chhattisgarh,Central,2020-12-11,Premium
CUST00220,Nandini Parmer,Female,21,Indore,Madhya Pradesh,Central,2021-04-01,Retail
CUST00221,Jason Wali,Male,28,Chandigarh,Punjab,North,2021-06-21,Retail
CUST00222,Frederick Gill,Male,52,Delhi,Delhi,North,2019-06-23,Corporate
CUST00223,Kavya Tank,Female,38,Nagpur,Maharashtra,West,2024-06-23,Retail
CUST00224,Kala Shenoy,Female,36,Guwahati,Assam,East,2022-10-29,Retail
CUST00225,Joshua Andra,Male,33,Kolkata,West Bengal,East,2024-05-23,Corporate
CUST00226,Maanas Dugar,Male,38,Ahmedabad,Gujarat,West,2019-06-11,Premium
CUST00227,Netra Samra,Female,53,Hyderabad,Telangana,South,2023-02-21,Retail
CUST00228,Matthew Issac,Male,40,Chennai,Tamil Nadu,South,2024-12-29,Premium
CUST00229,Damyanti Khalsa,Female,49,Delhi,Delhi,North,2021-04-15,Retail
CUST00230,Neelima Merchant,Female,56,Hyderabad,Telangana,South,2019-02-18,Premium
CUST00231,Mahika Anand,Female,41,Bhubaneswar,Odisha,East,2022-05-24,Premium
CUST00232,Yuvraj Mangat,Male,45,Bhopal,Madhya Pradesh,Central,2023-08-27,Retail
CUST00233,Qushi Kanda,Female,41,Pune,Maharashtra,West,2022-10-26,Premium
CUST00234,Ekantika Chatterjee,Female,63,Kolkata,West Bengal,East,2024-06-02,Premium
CUST00235,Mohammed Sastry,Male,23,Guwahati,Assam,East,2019-03-15,Retail
CUST00236,Ekaja Chana,Female,49,Surat,Gujarat,West,2024-06-15,Retail
CUST00237,Triya Gill,Female,30,Mumbai,Maharashtra,West,2020-03-15,Retail
CUST00238,Zashil Mahajan,Male,51,Ahmedabad,Gujarat,West,2023-12-25,Premium
CUST00239,Warda Merchant,Female,60,Hyderabad,Telangana,South,2023-06-24,Retail
CUST00240,Dakshesh Sidhu,Male,64,Hyderabad,Telangana,South,2024-10-10,Premium
CUST00241,Jeevika Ranganathan,Female,61,Hyderabad,Telangana,South,2024-10-20,Premium
CUST00242,Chandani Rana,Female,23,Indore,Madhya Pradesh,Central,2019-01-31,Retail
CUST00243,Utkarsh Pillay,Male,35,Chennai,Tamil Nadu,South,2023-01-14,Premium
CUST00244,Sai Prabhu,Female,61,Surat,Gujarat,West,2019-08-26,Premium
CUST00245,Warinder Bakshi,Male,31,Bhubaneswar,Odisha,East,2022-09-19,Retail
CUST00246,Indrajit Bhatnagar,Male,41,Pune,Maharashtra,West,2022-10-24,Premium
CUST00247,Nidhi Rege,Female,44,Kochi,Kerala,South,2019-09-13,Retail
CUST00248,Anirudh Modi,Male,47,Nagpur,Maharashtra,West,2024-12-22,Retail
CUST00249,Chanakya Keer,Male,32,Jaipur,Rajasthan,North,2024-04-27,Retail
CUST00250,Sara Setty,Female,64,Raipur,Chhattisgarh,Central,2021-03-23,Retail
CUST00251,Faras Sachdeva,Male,50,Chandigarh,Punjab,North,2022-12-05,Retail
CUST00252,Tanvi Mammen,Female,63,Bengaluru,Karnataka,South,2019-03-13,Retail
CUST00253,Janani Sawhney,Female,64,Chennai,Tamil Nadu,South,2021-09-01,Retail
CUST00254,Pratyush Chaudhary,Male,43,Bhubaneswar,Odisha,East,2024-11-19,Corporate
CUST00255,Rachita Bhat,Female,65,Patna,Bihar,East,2021-05-22,Retail
CUST00256,Divya Sha,Female,45,Lucknow,Uttar Pradesh,North,2019-07-20,Premium
CUST00257,Advaith Bedi,Male,45,Chandigarh,Punjab,North,2023-09-20,Retail
CUST00258,Edhitha Jha,Female,22,Chennai,Tamil Nadu,South,2019-05-31,Corporate
CUST00259,Janaki Kaul,Female,21,Bengaluru,Karnataka,South,2020-12-20,Retail
CUST00260,Aarav Malhotra,Male,52,Raipur,Chhattisgarh,Central,2024-02-24,Premium
CUST00261,Eiravati Zachariah,Female,59,Chandigarh,Punjab,North,2020-07-03,Premium
CUST00262,Christopher Bal,Male,60,Lucknow,Uttar Pradesh,North,2019-10-16,Retail
CUST00263,Jagat Naik,Male,61,Surat,Gujarat,West,2019-02-04,Retail
CUST00264,Ati Date,Female,23,Bhubaneswar,Odisha,East,2023-06-14,Retail
CUST00265,Azad Soni,Male,39,Ahmedabad,Gujarat,West,2021-09-09,Retail
CUST00266,Yashvi Chopra,Female,33,Jaipur,Rajasthan,North,2021-09-17,Retail
CUST00267,Anya Verma,Female,53,Nagpur,Maharashtra,West,2020-10-22,Premium
CUST00268,Azaan Srinivas,Male,51,Bengaluru,Karnataka,South,2024-01-31,Corporate
CUST00269,Darika Swaminathan,Female,28,Hyderabad,Telangana,South,2023-04-10,Retail
CUST00270,Balhaar Buch,Male,35,Delhi,Delhi,North,2020-12-06,Premium
CUST00271,Bhavini Date,Female,44,Indore,Madhya Pradesh,Central,2020-08-25,Retail
CUST00272,Sai Wali,Female,37,Mumbai,Maharashtra,West,2020-10-08,Retail
CUST00273,Chavvi Contractor,Female,64,Kochi,Kerala,South,2024-02-12,Premium
CUST00274,Upasna Seth,Female,45,Bhopal,Madhya Pradesh,Central,2024-04-29,Premium
CUST00275,Pallavi Setty,Female,64,Surat,Gujarat,West,2021-05-23,Retail
CUST00276,Naksh Sane,Male,56,Raipur,Chhattisgarh,Central,2020-11-15,Retail
CUST00277,Rachit Dua,Male,61,Ahmedabad,Gujarat,West,2023-02-13,Premium
CUST00278,Bhavna Chand,Female,28,Patna,Bihar,East,2023-12-28,Retail
CUST00279,Tarak Char,Male,52,Chennai,Tamil Nadu,South,2023-06-20,Retail
CUST00280,Dhruv Bhasin,Male,29,Indore,Madhya Pradesh,Central,2022-07-08,Retail
CUST00281,Divya Roy,Female,47,Indore,Madhya Pradesh,Central,2021-02-13,Retail
CUST00282,Atharv Mani,Male,62,Patna,Bihar,East,2022-08-08,Retail
CUST00283,Damini Tripathi,Female,47,Raipur,Chhattisgarh,Central,2020-04-11,Corporate
CUST00284,Jasmit Chokshi,Female,65,Pune,Maharashtra,West,2021-02-06,Retail
CUST00285,Deepa Mallick,Female,36,Bhubaneswar,Odisha,East,2022-06-11,Premium
CUST00286,Agastya Loke,Male,55,Kochi,Kerala,South,2019-03-05,Premium
CUST00287,Nilima Nori,Female,46,Pune,Maharashtra,West,2021-02-08,Retail
CUST00288,Ekbal Rattan,Male,26,Bhubaneswar,Odisha,East,2019-06-02,Retail
CUST00289,Chakradev Wali,Male,42,Pune,Maharashtra,West,2020-04-16,Retail
CUST00290,Utkarsh Om,Male,34,Bhopal,Madhya Pradesh,Central,2019-12-11,Retail
CUST00291,Nicholas Chad,Male,34,Bhopal,Madhya Pradesh,Central,2024-04-19,Premium
CUST00292,Farhan Bawa,Male,30,Hyderabad,Telangana,South,2023-01-16,Premium
CUST00293,Timothy Samra,Male,30,Bengaluru,Karnataka,South,2021-11-30,Corporate
CUST00294,Triya Mahajan,Female,28,Jaipur,Rajasthan,North,2020-04-17,Retail
CUST00295,Orinder Sani,Male,21,Delhi,Delhi,North,2019-08-31,Retail
CUST00296,Mitesh Bath,Male,41,Bhopal,Madhya Pradesh,Central,2020-04-28,Retail
CUST00297,Aarini Jayaraman,Female,29,Pune,Maharashtra,West,2020-10-22,Premium
CUST00298,Ekapad Kumer,Male,51,Ahmedabad,Gujarat,West,2020-09-26,Retail
CUST00299,Aarini Tank,Female,58,Nagpur,Maharashtra,West,2023-06-25,Retail
CUST00300,Dhruv Rai,Male,23,Raipur,Chhattisgarh,Central,2022-03-12,Premium
CUST00301,Yamini Pandya,Female,62,Bhubaneswar,Odisha,East,2019-06-07,Corporate
CUST00302,Tejas Bahl,Male,46,Guwahati,Assam,East,2021-10-04,Retail
